1,2,3,4,5,6,7,8,9,10
0.0910193920135498,0.09351539611816406,0.025011777877807617,0.02700328826904297,0.028507709503173828,0.02950119972229004,0.025502920150756836,0.026518583297729492,0.02550649642944336,0.025006771087646484
0.09206128120422363,0.023041248321533203,0.09401297569274902,0.027506589889526367,0.026018381118774414,0.027994871139526367,0.02500748634338379,0.02898120880126953,0.024996280670166016,0.02550482749938965
0.09760475158691406,0.09406352043151855,0.02200770378112793,0.10856199264526367,0.04649996757507324,0.029506921768188477,0.025003433227539062,0.02751302719116211,0.0255124568939209,0.025501489639282227
0.09351706504821777,0.023012876510620117,0.024505138397216797,0.02295684814453125,0.10501265525817871,0.03200411796569824,0.026997089385986328,0.05355715751647949,0.024999618530273438,0.024998903274536133
0.0950174331665039,0.09300971031188965,0.10651946067810059,0.024995803833007812,0.022000551223754883,0.09251284599304199,0.025502443313598633,0.025000810623168945,0.026499032974243164,0.02450084686279297
0.09500789642333984,0.023004531860351562,0.023998737335205078,0.02503824234008789,0.02951502799987793,0.024000167846679688,0.0920567512512207,0.025521039962768555,0.027041196823120117,0.02602529525756836
0.09302330017089844,0.09551095962524414,0.027500152587890625,0.0955042839050293,0.0290069580078125,0.026001453399658203,0.022497177124023438,0.09251213073730469,0.026492595672607422,0.025498628616333008
0.09001398086547852,0.02400040626525879,0.09851312637329102,0.023012399673461914,0.026500463485717773,0.02700519561767578,0.024999618530273438,0.022005558013916016,0.09401297569274902,0.02700042724609375
0.08842992782592773,0.09801483154296875,0.033033132553100586,0.023005962371826172,0.09503555297851562,0.026015520095825195,0.032001495361328125,0.029998779296875,0.024506568908691406,0.10051178932189941
0.08903193473815918,0.02350640296936035,0.03199601173400879,0.03249382972717285,0.023976564407348633,0.024003028869628906,0.030518770217895508,0.031000137329101562,0.026500225067138672,0.02249932289123535
0.08851170539855957,0.09259700775146484,0.10052323341369629,0.10051083564758301,0.02702021598815918,0.0985114574432373,0.02500128746032715,0.024524927139282227,0.0254976749420166,0.024545669555664062
0.10054183006286621,0.02249312400817871,0.025989532470703125,0.026514768600463867,0.02599787712097168,0.02500009536743164,0.026000022888183594,0.026497364044189453,0.024509668350219727,0.025499582290649414
0.09025120735168457,0.09252762794494629,0.024506568908691406,0.027005910873413086,0.02750253677368164,0.027001380920410156,0.09751129150390625,0.02650308609008789,0.02700185775756836,0.02649974822998047
0.08701276779174805,0.021537065505981445,0.09251213073730469,0.025501728057861328,0.09703922271728516,0.027512550354003906,0.02349996566772461,0.026509523391723633,0.027498245239257812,0.026500225067138672
0.08700799942016602,0.08951306343078613,0.02150559425354004,0.09450531005859375,0.022469758987426758,0.026500940322875977,0.024502992630004883,0.09550261497497559,0.024527788162231445,0.024018287658691406
0.08754086494445801,0.021511077880859375,0.02253246307373047,0.021000146865844727,0.022506237030029297,0.023998498916625977,0.027012348175048828,0.022022008895874023,0.025494813919067383,0.027498960494995117
0.08854913711547852,0.08850455284118652,0.0884852409362793,0.02350592613220215,0.02396106719970703,0.09002017974853516,0.023002147674560547,0.02399134635925293,0.10451555252075195,0.02649998664855957
0.09001326560974121,0.021572589874267578,0.020999908447265625,0.025812864303588867,0.024505138397216797,0.02201247215270996,0.024996519088745117,0.02300286293029785,0.02350020408630371,0.027007341384887695
0.0910041332244873,0.09051728248596191,0.02300119400024414,0.09051251411437988,0.09052324295043945,0.023000717163085938,0.024005413055419922,0.02249908447265625,0.029501914978027344,0.10101723670959473
0.09050679206848145,0.023499250411987305,0.09100866317749023,0.022002220153808594,0.023021697998046875,0.022502899169921875,0.08957695960998535,0.023511648178100586,0.029531240463256836,0.02250838279724121
0.08851051330566406,0.0945138931274414,0.021001577377319336,0.02249932289123535,0.022474050521850586,0.024997472763061523,0.022036075592041016,0.024003982543945312,0.02399897575378418,0.023997783660888672
0.08754277229309082,0.022505998611450195,0.023005008697509766,0.02349853515625,0.022504329681396484,0.022505521774291992,0.022999286651611328,0.024002552032470703,0.024501562118530273,0.02350020408630371
0.08754467964172363,0.09000658988952637,0.09201836585998535,0.09052038192749023,0.022501707077026367,0.0915060043334961,0.023366451263427734,0.09451818466186523,0.02349543571472168,0.02500605583190918
0.08800768852233887,0.021000385284423828,0.022505521774291992,0.020529508590698242,0.08850884437561035,0.022004365921020508,0.023000001907348633,0.021494626998901367,0.024011611938476562,0.026018619537353516
0.0880124568939209,0.08850836753845215,0.025000810623168945,0.02552628517150879,0.021502256393432617,0.022512435913085938,0.023540019989013672,0.02249908447265625,0.024500370025634766,0.024499177932739258
0.08954787254333496,0.02150106430053711,0.09801411628723145,0.02249908447265625,0.02449655532836914,0.023491859436035156,0.022500038146972656,0.023020029067993164,0.0930185317993164,0.027500391006469727
0.08755898475646973,0.09207367897033691,0.023001670837402344,0.09801054000854492,0.023007631301879883,0.025001049041748047,0.08951306343078613,0.02250385284423828,0.021503448486328125,0.022507667541503906
0.08900308609008789,0.021503448486328125,0.022998571395874023,0.0225067138671875,0.02451300621032715,0.02450871467590332,0.021996259689331055,0.02299666404724121,0.024499893188476562,0.024013757705688477
